"","Wood","Oven","Phase","IO_02L_Avg","UO_02_Avg","AO_02_Avg","IO_04R_Avg","FB_01_Avg","IO_01T_Avg","SA_01_Avg","P_01_Avg","AO_01_Avg","Roofline","Chimney","NO","SO2","CO","CO2","O2","PM (mg/m3)"
"10020","BW","NO","High",183.8,79.24,395.3,90.4,817,267.6,375,495.4,543,126.7,211.5,111.3527,15.07173,4788.545,6.226852,12.26112,9.53
"10021","BW","NO","High",185.3,80.1,397.8,91.5,820,268.7,375.5,494.5,536.9,126.7,210.7,112.2341,29.59879,4391.539,6.762476,11.70883,6.22
"10022","BW","NO","High",186.8,80.9,397.8,92.3,822,269.8,375.8,492.7,527.9,126.7,209.8,116.2809,28.65655,4176.073,7.105067,11.19806,4.43
"10023","BW","NO","High",188.3,81.7,396.2,93,824,270.8,376,490.5,520,126.6,208.7,117.3413,17.01098,2869.676,6.865011,11.6409,4.17
"10024","BW","NO","High",189.7,82.5,393,93.6,825,271.7,376,488.6,513.3,126.6,207.2,113.9999,12.33083,2172.8,6.451707,12.30264,3.57
"10025","BW","NO","High",191.1,83.2,389.3,94.2,827,272.5,375.8,487.8,509.8,126.6,205.5,110.487,10.99493,1948.595,6.117167,12.79077,3.68
"10026","BW","NO","High",192.5,84,385,94.8,829,273.3,375.3,486.9,506.4,126.5,203.7,107.8534,10.42888,2057.068,5.981362,12.99709,2.21
"10027","BW","NO","High",193.8,84.8,380.7,95.4,830,274,374.7,485.3,501.1,126.3,201.9,105.5682,10.02885,2308.574,5.777235,13.22698,1.44
"10028","BW","NO","High",195,85.5,376.1,96,832,274.6,373.8,481.4,497.5,126.2,200.2,99.94039,10.33045,2725.694,5.386203,13.64968,1.1
"10029","BW","NO","High",196.3,86.3,371.7,96.6,833,275.1,372.9,477.3,493.8,126,198.7,84.98611,12.90455,2848.503,4.636161,14.62377,0.821
"10030","BW","NO","High",197.4,87.1,367.4,97.2,834,275.5,372.1,472.2,490.6,125.8,197.2,83.22795,13.6074,3548.083,4.621666,14.67913,1.91
"10031","BW","NO","High",198.6,87.8,364.2,97.7,835,275.9,371.5,467.7,483,125.5,195.5,84.46034,11.93774,3624.037,4.637706,14.66781,2.09
"10032","BW","NO","High",199.7,88.6,361.3,98.3,836,276.1,371,461.9,476,125.2,193.9,85.34303,10.03556,3459.345,4.643409,14.698,1.57
"10033","BW","NO","High",200.7,89.3,358.9,98.8,836,276.3,370.5,456.6,469.8,124.8,192.4,80.5928,11.77168,2771.926,4.599506,14.91778,1.83
"10034","BW","NO","High",201.7,90.1,357.5,99.3,836,276.4,370.2,454.1,463.1,124.5,191.3,84.46764,13.07282,2800.273,5.137019,14.20106,1.66
"10035","BW","NO","High",202.6,90.8,356,99.8,836,276.5,370.1,453.5,458.1,124.1,190.3,89.57294,11.90263,2582.894,5.32493,13.95448,0.991
"10036","BW","NO","High",203.6,91.6,351.6,100.3,834,276.5,369.2,450.6,466.1,123.9,190.8,91.15981,10.16657,2382.527,5.314079,13.97964,0.923
"10037","BW","NO","High",204.4,92.4,347.1,100.7,836,276.5,368,446.1,487.2,123.5,192.1,89.57705,9.766662,2379.843,5.179341,14.14319,0.94
"10038","BW","NO","High",205.3,93.2,341.9,101.2,838,276.4,366.4,442.8,498.7,123.1,192,85.53442,10.23468,2805.771,4.992517,14.36713,0.86
"10039","BW","NO","High",206.1,93.9,336.2,101.6,840,276.3,364.7,438.5,495.3,122.7,190.7,83.77444,11.10307,3342.492,4.914145,14.44387,0.705
"10040","BW","NO","High",206.9,94.7,329.6,102,842,276.2,362.8,433.4,482,122.3,188.6,81.66522,12.0395,3861.423,4.78228,14.55835,0.591
"10041","BW","NO","High",207.6,95.4,322.2,102.4,841,276.1,360.3,427.5,463.5,121.9,185.9,77.97095,12.34159,4040.333,4.537775,14.82758,0.537
"10042","BW","NO","High",208.3,96.2,315.2,102.8,842,275.8,357.8,420.6,447.4,121.4,183.7,74.63061,10.90644,3356.659,4.268616,15.24149,0.605
"10043","BW","NO","High",209,96.9,309.5,103.2,844,275.5,355.5,420.4,436.3,120.9,183,70.40845,10.3402,3083.75,4.11004,15.50694,0.764
"10044","BW","NO","High",209.6,97.7,305.3,103.6,845,275.1,353.3,428,428.7,120.4,183.2,67.94702,9.706437,3118.003,4.008481,15.65413,0.96
"10045","BW","NO","High",210.2,98.4,301.6,103.9,845,274.7,351.2,437,421.9,119.8,183.1,64.95451,9.306631,3211.499,3.916612,15.77239,1.01
"10046","BW","NO","High",210.7,99.2,297.7,104.2,845,274.3,349.4,440,414,119.3,182.5,64.42846,9.239336,3493.326,3.887406,15.77616,0.877
"10047","BW","NO","High",211.2,99.9,293.9,104.5,844,273.8,347.8,440.2,405.2,118.8,181.7,61.08549,9.941128,3622.332,3.785164,15.90323,0.87
"10048","BW","NO","High",211.7,100.7,290.6,104.8,842,273.3,346.2,442.8,397.9,118.2,181,59.85522,11.21,3949.967,3.71362,15.92965,1.18
"10049","BW","NO","High",212.2,101.4,288.1,105.1,840,272.8,344.6,449.2,393.4,117.7,180.6,56.8639,13.78652,4114.393,3.609461,16.02904,1.39
"10050","BW","NO","High",212.6,102.2,286.4,105.3,837,272.3,343.2,455.7,390.8,117.1,180,56.16052,12.91739,4242.773,3.670739,15.96613,2.2
"10051","BW","NO","High",213,102.9,284.9,105.6,840,271.7,342,460.1,388.5,116.6,179.3,57.21802,11.34622,4154.006,3.731493,15.91581,2.78
"10052","BW","NO","High",213.4,103.6,283.6,105.8,844,271.1,340.9,463.4,385.3,116.1,178.7,58.45039,10.07798,3975.568,3.707769,15.97157,1.96
"10053","BW","NO","High",213.7,104.4,282.9,106,843,270.5,339.7,464.5,381.6,115.6,178.1,61.79779,8.674878,3248.119,3.916115,15.88436,0.984
"10054","BW","NO","High",214.1,105.1,282.1,106.2,840,269.9,338.5,463.8,376.9,115.1,177.3,70.60131,7.740448,3400.68,4.224221,15.3941,0.815
"10055","BW","NO","High",214.4,105.8,281.1,106.4,836,269.3,337.2,463.8,371.7,114.6,176.4,66.55466,7.641871,4075.558,3.979678,15.54594,0.711
"10056","BW","NO","High",214.7,106.5,280.2,106.6,832,268.7,335.9,461,366.6,114.1,175.5,59.33677,8.011052,4969.025,3.610424,15.90489,1.38
"10057","BW","NO","High",214.9,107.2,279.4,106.8,828,268.1,334.6,456.5,361.8,113.6,174.6,52.12039,7.445312,4959.454,3.210822,16.40436,1.1
"10058","BW","NO","High",215.2,107.9,278.5,106.9,824,267.4,333.4,452.6,358.3,113.2,173.8,45.43166,7.512947,4591.832,2.952721,16.81658,1
"10059","BW","NO","High",215.4,108.6,277.7,107.1,822,266.8,332.2,450.5,355.8,112.7,173.1,43.32204,8.848329,5647.722,2.972631,16.72265,1.23
"10060","BW","NO","High",215.6,109.2,276.9,107.2,820,266.1,331,449.4,353.5,112.3,172.5,51.77631,8.879753,4989.939,3.446672,16.28987,1.15
"10061","BW","NO","High",215.8,109.9,276.3,107.4,818,265.5,330,447.3,351,111.8,171.9,62.34754,8.110799,4160.103,3.860545,15.82774,0.878
"10062","BW","NO","High",216,110.6,275.2,107.5,817,264.8,329,445,348.5,111.4,171.3,63.7573,8.745079,4159.82,3.908737,15.72875,0.821
"10063","BW","NO","High",216.2,111.3,273.6,107.6,817,264.2,328.2,445.4,346.2,110.9,170.7,58.47601,10.5495,5081.645,3.729446,15.8206,0.81
"10064","BW","NO","High",216.3,111.9,272,107.7,815,263.5,327.4,448.3,344.6,110.5,170.3,55.30644,10.5498,5209.874,3.662104,15.90741,1.12
"10065","BW","NO","High",216.4,112.6,270.4,107.8,813,262.8,326.7,451.2,342.4,110,170.3,55.83755,10.38352,5276.917,3.719567,15.84662,1.37
"10066","BW","NO","High",216.6,113.3,268.9,107.9,811,262.2,326,453.5,340.9,109.6,170.4,57.24704,9.68198,5222.639,3.782821,15.77531,0.566
"10067","BW","NO","High",216.7,113.9,267.1,108,809,261.5,325.1,453.4,339.5,109.1,169.9,57.7778,9.682348,5738.934,3.785203,15.70359,0.437
"10068","BW","NO","High",216.8,114.6,264.8,108.1,807,260.9,324.1,450.6,337,108.7,168.6,56.19229,8.913118,5519.417,3.709104,15.82815,0.441
"10069","BW","NO","High",216.9,115.2,262.5,108.2,806,260.2,323.3,446.2,334.5,108.2,167.3,54.07834,7.811802,3895.15,3.719829,16.00302,0.454
"10070","BW","NO","High",216.9,115.8,260.3,108.3,805,259.6,322.5,441.1,332,107.8,165.7,54.60747,7.245917,3452.022,3.691663,16.08983,0.413
"10071","BW","NO","High",217,116.4,257.7,108.4,803,258.9,321.3,433.5,328.1,107.4,163.9,52.31958,7.08005,3475.683,3.564871,16.26345,0.413
"10072","BW","NO","High",217,117,254.4,108.4,803,258.2,319.8,422,326.1,107,163.2,51.26391,6.680511,3481.751,3.515372,16.349,0.447
"10073","BW","NO","High",217,117.6,251.8,108.5,803,257.5,318.3,409.7,326.5,106.6,163,50.91407,6.514668,3449.994,3.49027,16.38926,0.42
"10074","BW","NO","High",217.1,118.2,250,108.5,804,256.9,316.8,399.1,327.7,106.1,162.7,49.3309,6.582419,3597.888,3.394538,16.48865,0.444
"10075","BW","NO","High",217.1,118.7,248.7,108.5,804,256.2,315.5,390.3,328.5,105.6,162.3,48.09915,6.515125,3751.135,3.38921,16.51507,0.51
"10076","BW","NO","High",217,119.3,248.7,108.6,804,255.5,314.2,382.5,330.1,105.1,162.4,48.80742,6.515387,3909.025,3.409182,16.45971,0.528
"10077","BW","NO","High",217,119.8,250.4,108.6,805,254.8,313,376.5,334,104.6,163,49.16053,6.281981,3994.749,3.42642,16.43832,0.505
"10078","BW","NO","High",217,120.4,252.2,108.6,806,254.2,311.9,372.1,339.8,104.1,163.5,49.33872,6.048586,4133.05,3.442292,16.39555,0.64
"10079","BW","NO","High",217,120.9,254.1,108.6,807,253.5,310.8,369.9,345.3,103.7,164.1,48.10595,6.116388,3929.77,3.376801,16.49619,1.09
"10080","BW","NO","High",216.9,121.5,256.8,108.7,809,252.9,309.7,371.2,353.4,103.3,165.2,47.40311,6.584009,3773.063,3.382795,16.52262,1.58
"10081","BW","NO","High",216.9,122,260.3,108.7,810,252.3,308.9,375.1,364.7,103,166.7,48.63725,6.750422,3679.837,3.483701,16.42323,1.18
"10082","BW","NO","High",216.8,122.5,265.5,108.7,807,251.7,308.5,379.8,381.5,102.8,168.8,50.4032,6.682863,3535.155,3.64119,16.24417,0.799
"10083","BW","NO","High",216.8,123.1,271.3,108.7,801,251.2,308.4,385.5,404.7,102.4,171,53.39907,6.449397,3204.636,3.731256,16.12842,0.894
"10084","BW","NO","High",216.7,123.6,276.4,108.7,796.3,250.7,308.3,391.6,425.7,102,172.8,51.99096,6.351108,3070.273,3.522648,16.34733,1.39
"10085","BW","NO","High",216.7,124.1,280.8,108.7,792.9,250.3,308.2,398.5,438.9,101.6,174.2,49.52401,6.652869,3311.724,3.247906,16.64717,1.09
"10086","BW","NO","High",216.6,124.6,284.8,108.8,790.5,249.9,308.2,405.3,447.7,101.3,175.3,47.23505,7.520644,3924.862,3.098372,16.76626,0.663
"10087","BW","NO","High",216.6,125.1,287.9,108.8,789.3,249.5,307.8,413.7,454.8,101,176.1,43.00604,11.13158,4577.079,2.941597,16.86733,0.75
"10088","BW","NO","High",216.6,125.7,290.8,108.8,792.5,249.2,307,425.1,467.3,100.9,176.8,38.95509,11.26727,4042.81,2.666169,17.26571,1.42
"10091","BW","NO","Medium",216.5,127.3,303.5,108.7,806,248.4,304.7,457.1,493.9,100.1,178.2,42.30864,8.723001,3477.514,2.916591,17.03675,0.552
"10092","BW","NO","Medium",216.5,127.8,307,108.8,808,248.2,304.4,466.1,497.9,99.9,178.3,40.72301,9.758603,3716.82,2.917372,17.02417,0.571
"10093","BW","NO","Medium",216.5,128.2,308.9,108.8,806,248,304.7,473.4,494.7,99.8,178.1,42.83938,9.358335,3445.602,3.078713,16.91094,0.689
"10094","BW","NO","Medium",216.5,128.7,311.5,108.9,807,247.9,304.6,482.9,498,99.6,178.5,48.30531,9.124537,3283.17,3.250981,16.69455,0.541
"10095","BW","NO","Medium",216.5,129.2,314.5,108.9,810,247.8,304.5,489.2,504,99.5,179.1,50.42246,9.593252,3541.508,3.339942,16.55113,0.538
"10096","BW","NO","Medium",216.5,129.7,317.7,109,812,247.7,304.6,492,510.7,99.4,179.7,54.83072,11.09823,3812.453,3.520055,16.27058,2.04
"10097","BW","NO","Medium",216.5,130.2,320.5,109.1,813,247.6,304.8,494.2,517.7,99.3,180.1,61.70922,9.926966,3727.387,3.73653,16.01142,1.49
"10098","BW","NO","Medium",216.5,130.7,322.7,109.1,813,247.5,305.1,497.7,523.5,99.3,180.4,68.23317,7.586022,2878.288,3.92451,15.88184,1.12
"10099","BW","NO","Medium",216.5,131.1,325,109.2,812,247.5,305.5,499.7,528.9,99.3,180.9,74.40714,6.650634,1586.034,4.226285,15.67174,0.758
"10100","BW","NO","Medium",216.6,131.6,327.3,109.3,811,247.5,306.1,500.5,534.5,99.3,181.4,76.87757,6.81706,1304.032,4.441967,15.41007,0.912
"10101","BW","NO","Medium",216.6,132.1,329.2,109.4,809,247.6,306.7,503.1,538.7,99.2,181.7,76.17712,6.749654,1387.214,4.493559,15.33584,1.17
"10102","BW","NO","Medium",216.7,132.5,330.4,109.5,806,247.6,307.4,503.9,538.8,99.2,181.6,75.47224,6.984021,1578.239,4.510373,15.30478,2.04
"10103","BW","NO","Medium",216.7,133,330.4,109.5,802,247.7,308.1,501.2,534.6,99.1,181.1,75.6534,6.750344,1816.898,4.517138,15.25068,1.4
"10104","BW","NO","Medium",216.8,133.4,329.4,109.6,798.2,247.8,308.8,497.7,526.5,99.2,180.4,76.71326,7.082966,2197.691,4.792362,14.92823,1.24
"10105","BW","NO","Medium",216.9,133.8,327.7,109.7,793.9,247.9,309.3,495.2,516.1,99.3,179.5,85.35796,7.816222,3008.12,5.218246,14.18722,1.59
"10106","BW","NO","Medium",216.9,134.2,325.3,109.8,790.3,247.9,309.8,495.1,506.1,99.4,178.5,84.3014,8.284948,3079.181,5.195325,14.16368,1.66
"10107","BW","NO","Medium",217,134.6,322.4,109.9,787,248,310.2,493.5,496,99.4,177.5,82.36472,8.753628,3075.805,5.156404,14.20394,1.27
"10108","BW","NO","Medium",217.1,135.1,318.5,110,784.8,248.1,310.8,488.1,481.3,99.5,176,81.3063,8.987881,3152.127,5.140783,14.21993,3.42
"10109","BW","NO","Medium",217.1,135.4,313.3,110.1,782.1,248.1,311.1,480.1,462.9,99.5,175.2,79.54633,9.691192,2987.385,4.932518,14.42122,3.24
"10110","BW","NO","Medium",217.2,135.9,312.6,110.2,782,248.2,311.3,478.6,460.7,99.5,176.9,70.37753,10.22814,2463.767,4.608531,15.04397,3.22
"10111","BW","NO","Medium",217.3,136.3,315.2,110.3,784,248.2,311.5,483.1,471.4,99.4,179.1,80.08123,9.223484,3121.694,5.104268,14.31843,4.06
"10112","BW","NO","Medium",217.4,136.7,318.2,110.4,786.9,248.3,311.7,493.1,485,99.4,180.8,81.85086,8.052609,3198.608,5.222765,14.11839,5.51
"10113","BW","NO","Medium",217.5,137.1,321,110.5,790.3,248.4,312,504.7,496.5,99.4,182.4,80.44356,7.584416,3386.301,5.225272,14.09413,7.22
"10114","BW","NO","Medium",217.6,137.5,323.6,110.6,794.4,248.5,312.3,514.6,505.3,99.3,183.7,80.97588,7.116511,3412.286,5.228474,14.08658,9.62
"10115","BW","NO","Medium",217.7,137.9,325.4,110.7,799.7,248.6,312.6,520.2,511.4,99.3,184.6,81.15591,6.882719,3514.186,5.245018,14.0589,11
"10116","BW","NO","Medium",217.9,138.3,326.4,110.8,807,248.8,312.9,524.2,515.8,99.3,185.3,82.04136,6.648939,3549.443,5.309601,13.98342,7.73
"10117","BW","NO","Medium",218,138.7,327.1,110.9,813,249,313.2,532.4,519.8,99.4,185.9,83.45461,6.482894,3523.081,5.328556,13.93687,3.27
"10118","BW","NO","Medium",218.1,139.1,327.3,111,820,249.2,313.6,538.3,523.8,99.4,186.6,85.22221,6.415412,3731.524,5.327707,13.89535,1.31
"10119","BW","NO","Medium",218.3,139.5,327.5,111.1,827,249.5,314,540.2,526.6,99.4,187,83.63457,6.317094,4042.313,5.093595,14.10419,1.1
"10120","BW","NO","Medium",218.5,139.9,327.3,111.2,831,249.8,314.4,540.5,525.8,99.5,187.1,80.99186,6.619099,4508.39,4.744031,14.48036,1.38
"10121","BW","NO","Medium",218.7,140.3,326.7,111.3,835,250,314.8,539.1,523.8,99.5,187,79.40429,6.687095,5562.608,4.482215,14.69297,1.63
"10122","BW","NO","Medium",218.8,140.6,326.5,111.4,838,250.3,315.2,539.2,521.5,99.7,187,76.93835,6.989203,6424.881,4.305683,14.80494,1.21
"10123","BW","NO","Medium",219,141,327.2,111.5,840,250.6,315.7,545,520.8,99.7,187.1,72.17381,7.525565,6612.662,4.137383,14.98232,0.829
"10124","BW","NO","Medium",219.2,141.4,328.2,111.6,840,250.9,316.1,549.7,519.9,99.9,187.1,68.47141,7.193062,6764.451,3.985264,15.16726,1.58
"10125","BW","NO","Medium",219.4,141.7,329.1,111.7,841,251.2,316.6,550,520.1,99.9,187.2,62.64928,7.261198,5641.223,3.477393,15.90575,3.48
"10126","BW","NO","Medium",219.6,142.1,330,111.8,843,251.5,317.2,551.3,521.1,100.1,187.4,72.18271,13.9911,3410.312,3.888992,15.85205,4.1
"10127","BW","NO","Medium",219.8,142.5,331.2,111.9,844,251.8,317.8,551.9,522.2,100.2,187.5,104.1273,12.71152,2951.136,5.085382,14.27655,4.18
"10128","BW","NO","Medium",220,142.8,332.3,112,844,252.1,318.4,554,524.2,100.3,187.4,112.2548,10.59932,2351.455,5.669543,13.53555,5.23
"10129","BW","NO","Medium",220.2,143.2,333,112.2,844,252.5,319.1,560.2,526.8,100.4,187.4,109.7879,10.53188,2301.797,5.815238,13.30658,3.61
"10130","BW","NO","Medium",220.4,143.5,332.6,112.3,843,252.8,319.7,566.5,525.9,100.6,186.9,107.4984,8.724016,2144.515,5.856447,13.30532,2.82
"10131","BW","NO","Medium",220.7,143.8,331.5,112.4,842,253.1,320.4,568.4,522.7,100.8,186.2,106.9722,6.985789,2081.119,5.861029,13.32453,5.27
"10132","BW","NO","Medium",220.9,144.2,329.8,112.5,843,253.4,320.9,568.1,519.3,100.9,185.6,103.9747,5.950736,2120.572,5.79045,13.43616,5.63
"10133","BW","NO","Medium",221.1,144.5,327.8,112.6,845,253.7,321.5,568,514.9,101.1,185.1,100.6221,5.71689,2301.691,5.748776,13.48774,4.28
"10134","BW","NO","Medium",221.3,144.8,325.7,112.7,848,254,322,567.8,508.9,101.2,184.5,100.6239,5.015104,2342.468,5.791164,13.44874,3.71
"10135","BW","NO","Medium",221.6,145.1,322.9,112.9,848,254.3,322.5,566.8,498.2,101.3,183.3,100.0975,4.849065,2694.94,5.787174,13.40345,3.11
"10136","BW","NO","Medium",221.8,145.5,319.3,113,846,254.5,322.8,560.5,483,101.4,181.7,99.03969,5.08336,2988.864,5.702714,13.4604,2.98
"10137","BW","NO","Medium",222,145.8,315.3,113.1,847,254.7,323.1,547.7,468.2,101.4,179.8,96.04299,5.218941,3399.127,5.550046,13.60977,3.06
"10138","BW","NO","Medium",222.2,146.1,311.2,113.2,849,254.9,323.2,531.5,454.3,101.5,178,92.86588,5.687322,3659.918,5.435616,13.74438,2.44
"10139","BW","NO","Medium",222.4,146.4,307.2,113.4,848,255.1,323.3,514.7,441.6,101.6,176.2,91.28138,5.453452,3513.76,5.434743,13.78716,2.71
"10140","BW","NO","Medium",222.6,146.7,302.8,113.5,845,255.2,323.4,497.1,427.5,101.7,173.9,89.69577,6.088237,3580.768,5.429353,13.78213,3.38
"10141","BW","NO","Medium",222.8,146.9,299,113.6,839,255.3,323.3,479.9,424.1,101.8,173.3,87.93515,6.489048,3892.288,5.385017,13.80603,4.03
"10142","BW","NO","Medium",223,147.2,296.9,113.7,835,255.3,323,469.2,430.9,101.8,173.8,87.05136,6.489294,3990.509,5.362287,13.83748,5.64
"10143","BW","NO","Medium",223.1,147.6,296.5,113.9,833,255.3,322.7,464,441.3,101.8,174.9,86.88034,6.08893,3938.893,5.352339,13.85132,6.96
"10144","BW","NO","Medium",223.3,147.9,297.9,114,831,255.3,322.5,467.7,451.3,101.7,176.3,87.05859,6.323536,4114.838,5.338405,13.84412,7.21
"10145","BW","NO","Medium",223.5,148.2,299.9,114.1,829,255.4,322.3,476.8,457.6,101.7,177.2,86.18114,6.391454,4353.816,5.326635,13.83748,4.17
"10146","BW","NO","Medium",223.7,148.5,302.3,114.2,827,255.4,322.2,484.1,462.9,101.7,178,84.06444,6.324017,4600.275,5.283301,13.85167,5.36
"10147","BW","NO","Medium",223.8,148.8,306.1,114.3,825,255.5,322.2,489.2,468.8,101.6,178.7,80.00777,5.757254,4942.526,5.063063,14.07939,5.75
"10148","BW","NO","Medium",224,149.1,309.5,114.4,825,255.5,322.1,491.2,472.2,101.5,178.8,78.59618,4.888653,5437.943,4.879281,14.27403,5.38
"10149","BW","NO","Medium",224.2,149.3,312.1,114.5,824,255.6,322,492.7,471.8,101.5,178.7,78.07065,4.722563,5881.708,4.798452,14.33945,4.29
"10150","BW","NO","Medium",224.3,149.6,313.9,114.6,823,255.7,321.9,495.5,472.7,101.4,178.9,77.89767,4.254664,6186.227,4.787918,14.34071,3.8
"10151","BW","NO","Medium",224.5,149.9,315.1,114.7,823,255.8,321.9,500.3,471.9,101.4,178.8,77.89949,4.254941,6416.034,4.724023,14.34485,2.49
"10152","BW","NO","Medium",224.7,150.2,315.8,114.8,823,255.9,321.8,507.1,469.2,101.4,178.5,73.66055,6.59684,6765.295,4.467416,14.52942,1.8
"10153","BW","NO","Medium",224.9,150.4,316.5,114.9,822,255.9,321.7,512.8,466.8,101.3,178.2,67.65509,10.44926,7306.458,4.147635,14.79739,1.64
"10154","BW","NO","Medium",225,150.7,317.1,115,820,256,321.7,517.8,465.7,101.3,178,63.06432,7.035659,7846.003,3.79456,15.13745,1.31
"10155","BW","NO","Medium",225.2,150.9,317.6,115.1,819,256.1,321.6,523.7,463.7,101.3,177.7,59.00237,5.36502,8089.685,3.530227,15.44568,2.65
"10156","BW","NO","Medium",225.3,151.2,317.8,115.2,817,256.2,321.6,529.4,461.6,101.2,177.3,54.23526,5.266778,8144.629,3.330379,15.70737,2.16
"10157","BW","NO","Medium",225.5,151.4,317.5,115.3,817,256.3,321.6,535.6,460.7,101.2,177,44.34314,6.506358,6492.149,2.815023,16.68365,2.48
"10158","BW","NO","Medium",225.7,151.7,317.5,115.4,819,256.4,321.6,538.8,460.3,101.2,176.7,51.05807,9.852495,4381.142,3.412855,16.27225,1.75
"10159","BW","NO","Medium",225.8,151.9,317.6,115.5,819,256.4,321.6,538.8,459.7,101.2,176.6,60.42411,9.111281,4186.546,3.943358,15.58533,3.33
"10160","BW","NO","Medium",226,152.2,318,115.6,817,256.5,321.6,541.1,460.7,101.1,176.5,72.4435,7.567924,3511.067,4.472152,15.03806,4.3
"10161","BW","NO","Medium",226.1,152.4,318.3,115.7,814,256.6,321.7,545.8,461.4,101.1,176.4,83.57561,5.692762,2753.34,4.786681,14.7097,1.9
"10162","BW","NO","Medium",226.3,152.6,319,115.8,811,256.7,321.8,550.4,461.2,101,176.4,86.40821,5.526611,2759.371,4.842811,14.61785,0.676
"10163","BW","NO","Medium",226.4,152.9,320.2,115.9,809,256.7,322,556.7,461.4,101,176.5,88.88322,6.162033,3042.603,4.871376,14.57005,0.409
"10164","BW","NO","Medium",226.6,153.1,322.2,116,805,256.8,322.3,564,463.7,101,177,103.0256,6.797668,3206.274,4.914805,14.46185,0.591
"10165","BW","NO","Medium",226.7,153.3,326.6,116.1,802,256.9,322.8,569.6,467.7,100.9,177.8,94.72221,11.75954,3618.699,4.671556,14.69837,0.573
"10166","BW","NO","Medium",226.9,153.6,330.4,116.2,798.3,257,323.5,570.9,469.3,100.9,178,85.35948,18.24789,3980.521,4.535743,14.83551,0.493
"10167","BW","NO","Medium",227,153.8,330.1,116.3,794.4,257.1,324.1,566.7,466.6,100.9,177.4,84.82931,18.48442,4282.145,4.607883,14.69711,0.577
"10168","BW","NO","Medium",227.2,154,327.3,116.4,789.8,257.2,324.4,560.2,460.1,100.8,176.3,84.6553,14.28097,4298.601,4.573875,14.74241,0.591
"10169","BW","NO","Medium",227.4,154.2,323.6,116.5,785.2,257.3,324.7,551.2,451.9,100.8,175.3,82.18436,12.3,4452.861,4.562126,14.76379,0.627
"10170","BW","NO","Medium",227.5,154.5,320,116.7,780.9,257.4,324.9,541.5,443.4,100.7,174.3,81.4807,10.9579,4498.516,4.616103,14.7336,0.77
"10171","BW","NO","Medium",227.6,154.7,316.5,116.8,776.6,257.5,325,536.6,434.5,100.7,173.4,80.06929,10.72362,4511.845,4.612973,14.72894,2.06
"10172","BW","NO","Medium",227.7,154.9,314.1,116.9,773.3,257.5,326.3,529,428.6,100.7,173.8,77.59805,11.19391,4627.728,4.577666,14.77134,2.12
"10173","BW","NO","Medium",227.8,155.1,315.6,117,773.1,257.5,327.8,527.4,436.4,100.6,175.1,77.42509,11.66483,4855.729,4.537282,14.79147,2.33
"10174","BW","NO","Medium",228,155.3,319,117.1,780.8,257.5,328.1,539.1,455.9,100.6,176.7,79.37142,10.4898,5001.146,4.540647,14.78015,3.7
"10175","BW","NO","Medium",228.1,155.5,322.7,117.2,790.8,257.6,328.2,554.4,476.6,100.5,178.5,82.02706,9.216629,5027.851,4.566033,14.7487,4.57
"10176","BW","NO","Medium",228.2,155.7,326.3,117.4,799.9,257.6,328.4,566.2,499,100.4,180.5,80.79011,8.345627,4749.818,4.574043,14.79273,4.14
"10177","BW","NO","Medium",228.4,155.9,329.1,117.5,807,257.7,328.8,573.3,519.1,100.3,182.4,79.02347,7.87646,4716.709,4.620075,14.74492,5.16
"10178","BW","NO","Medium",228.5,156.1,330.4,117.6,811,257.9,329.1,577.3,531,100.2,182.9,78.31751,7.475401,4925.851,4.626956,14.7097,7.97
"10181","BW","NO","Low",229,156.9,327.9,117.5,806,258.4,329.6,582.5,517,100.2,180.8,82.7445,6.401649,4921.218,4.989806,14.28572,2.46
"10182","BW","NO","Low",229.1,157.2,325.8,117.5,803,258.6,329.7,583.9,512.4,100.2,179.9,88.22752,6.500548,4924.806,5.190622,13.98126,1.07
"10183","BW","NO","Low",229.3,157.5,324.7,117.6,803,258.7,329.8,581.5,503.9,100.2,179.2,86.81824,6.636843,5392.926,4.897362,14.17123,1.1
"10184","BW","NO","Low",229.4,157.7,323.7,117.6,805,258.9,329.9,577.9,494.4,100.1,178.5,79.21621,7.00793,6317.575,4.304673,14.7726,1.86
"10185","BW","NO","Low",229.6,157.9,322.4,117.7,807,259,329.9,573.2,487.3,100.1,178,71.79337,9.121911,6845.696,3.941888,15.17393,2.46
"10186","BW","NO","Low",229.7,158.2,321.2,117.8,808,259.2,329.9,569.8,482.6,100.2,177.5,67.54901,8.955489,7013.726,3.811722,15.34881,4.05
"10187","BW","NO","Low",229.8,158.4,319.8,117.9,807,259.3,329.9,567.4,478.6,100.2,177.1,66.3129,7.614516,6984.605,3.861331,15.34881,8.32
"10188","BW","NO","Low",230,158.7,318.2,118,806,259.4,329.9,563.4,474.9,100.2,176.7,65.96049,7.380072,7091.72,3.949926,15.22048,12.8
"10189","BW","NO","Low",230.1,158.9,316.5,118.1,804,259.5,329.8,557.4,471.3,100.2,176.3,66.84698,7.21364,4363.962,3.789021,15.82815,14.2
"10190","BW","NO","Low",230.2,159.1,314.8,118.1,801,259.6,329.7,551.1,467.6,100.2,175.8,94.08336,7.812881,2103.282,4.774278,14.94622,13.8
